genres,app_name,price,item_id,developer,año
"['Strategy', 'Turn-Based', 'Turn-Based Strategy', '4X', 'Historical', 'Singleplayer', 'Multiplayer', 'Moddable']",Sid Meier's Civilization IV: Colonization,19.99,16810,Firaxis Games,2008
"['Action', 'Tactical', 'FPS', 'Simulation', 'Strategy', 'Realistic', 'First-Person', 'Co-op', 'Shooter', 'Classic', 'Singleplayer']",Tom Clancy's Rainbow Six® 3 Gold,9.99,19830,"Red Storm Entertainment,Ubisoft Montreal",2003
"['Action', 'Adventure', 'LEGO', 'Batman', 'Local Co-Op', 'Superhero', 'Family Friendly', 'Co-op', 'Comedy', 'Singleplayer', 'Comic Book', 'Funny', 'Third Person', 'Controller', 'Local Multiplayer', 'Multiplayer']",LEGO Batman,19.99,21000,Traveller's Tales,2008
"['Simulation', 'Strategy', 'City Builder']",City Life 2008,9.99,4460,Monte Cristo,2008
"['RPG', 'Strategy', 'Fantasy', 'Action RPG', 'Action', 'Singleplayer', 'City Builder']",Hinterland,9.99,17140,"Tilted Mill Entertainment, Inc.",2008
"['Action', 'World War II', 'FPS', 'Tactical', 'Singleplayer', 'Military', 'Story Rich', 'Shooter', 'Gore', 'Atmospheric', 'Strategy', 'First-Person', 'War', 'Multiplayer', 'Historical']",Brothers in Arms: Hell's Highway™,9.99,15390,Gearbox Software,2008
"['Indie', 'Casual', 'Arcade']",Gravitron 2,4.99,21300,Dark Castle Software,2008
"['Racing', 'Offroad']",Xpand Rally Xtreme,4.99,3050,Techland,2006
"['Strategy', 'Turn-Based Strategy', 'Turn-Based', 'Fantasy']",Heroes of Might & Magic V: Hammers of Fate,9.99,15380,Nival,2006
"['Action', 'FPS', 'World War II', 'Tactical', 'Military', 'Strategy', 'Singleplayer']",Brothers in Arms: Earned in Blood™,9.99,19800,Gearbox Software,2005
"['Strategy', 'Turn-Based Strategy', 'Turn-Based', 'Fantasy', 'Multiplayer', 'Singleplayer', 'RPG']",Heroes of Might & Magic V: Tribes of the East,9.99,15370,Nival,2007
"['Strategy', 'City Builder', 'Medieval', 'RTS', 'Singleplayer', 'Multiplayer']",The Settlers®: Rise Of An Empire Gold Edition,19.99,19930,Blue Byte,2008
['Casual'],Brain Spa,9.99,15350,Ubisoft,2007
"['Action', 'Tactical']",The Sum of All Fears,9.99,19810,Red Storm Entertainment,2002
"['Casual', 'Puzzle', 'Singleplayer', '2D']",Peggle™ Nights,4.99,3540,"PopCap Games, Inc.",2008
"['Indie', 'Puzzle', 'Physics', 'Singleplayer', 'Great Soundtrack', 'Casual', '2D', 'Comedy', 'Cute', 'Building', 'Atmospheric', 'Funny', 'Satire', 'Touch-Friendly', 'Strategy', 'Classic', 'Surreal', 'Story Rich', 'Difficult', 'Family Friendly']",World of Goo,9.99,22000,2D BOY,2008
"['Action', 'Simulation', 'Strategy', 'Space', 'Sci-fi', 'Sandbox', 'Space Sim', 'Open World', 'Trading', 'Singleplayer', 'Economy', 'Capitalism', 'Great Soundtrack', 'Moddable', '4X', 'Flight', 'Atmospheric', 'Multiplayer']",X3: Terran Conflict,15.99,2820,Egosoft,2008
"['Action', 'World War II', 'FPS', 'Mod', 'Multiplayer', 'Free to Play', 'Realistic']",Mare Nostrum,0.0,1230,Sandstorm Productions,2008
"['Casual', 'Indie', 'Puzzle']",Spectraball,4.99,18300,Shorebound Studios,2008
"['Indie', 'Casual', 'Sports', 'Bowling']",Galactic Bowling,19.99,20200,Perpetual FX Creative,2008
"['Action', 'Adventure', 'Open World', 'Third Person', 'Comedy', 'Singleplayer', 'Great Soundtrack', 'Funny', 'Classic', 'Sandbox', 'Dark Humor', 'Satire', 'Story Rich', 'Atmospheric', 'Exploration', 'Simulation', 'Controller', 'Mature', 'Multiplayer', 'First-Person']",Bully: Scholarship Edition,14.99,12200,Rockstar New England,2008
"['Action', 'Open World', 'FPS', 'Shooter', 'Singleplayer', 'First-Person', 'Multiplayer', 'Adventure', 'Sandbox', 'Stealth', 'Atmospheric', 'Survival', 'Level Editor', 'Realistic', 'Exploration', 'Story Rich', 'Great Soundtrack', 'Controller', 'Co-op', 'Strategy']",Far Cry® 2: Fortune's Edition,9.99,19900,Ubisoft Montreal,2008
"['Action', 'Indie', 'Strategy', 'FPS', 'Space', 'Trading', 'Sci-fi', 'First-Person', 'Shooter', 'Casual']",Space Trader: Merchant Marine,4.99,11240,Meridian4,2008
['Simulation'],PRR Wagon Pack 01,4.99,256522,RailSimulator.com,2009
['Simulation'],"Class 421 London South East ""Jaffa Cake""",4.99,275144,RailSimulator.com,2009
['Simulation'],ATSF Wagon Pack 01,4.99,256521,RailSimulator.com,2009
['Simulation'],GP20 Union Pacific Add-on Livery,4.99,222569,Reppo,2009
['Simulation'],UK Van Wagon Pack,4.99,256535,RailSimulator.com,2009
['Simulation'],CSX SD70MAC Add-on Livery,4.99,256611,Dovetail Games,2009
['Simulation'],CSX ES44AC Add-on Livery,4.99,256576,Dovetail Games,2009
"['Action', 'Open World', 'Sandbox', 'Character Customization', 'Third-Person Shooter', 'Comedy', 'Co-op', 'Third Person', 'Singleplayer', 'Crime', 'Online Co-Op', 'Multiplayer', 'Co-op Campaign', 'Funny', 'Shooter', 'Replay Value', 'Female Protagonist', 'Great Soundtrack', 'Moddable', 'Adventure']",Saints Row 2,9.99,9480,Volition,2009
"['Action', 'Horror', 'Sci-fi', 'Space', 'Third Person', 'Survival Horror', 'Atmospheric', 'Third-Person Shooter', 'Singleplayer', 'Gore', 'Shooter', 'Aliens', 'Dark', 'Futuristic', 'Story Rich', 'Silent Protagonist', 'Survival', 'Adventure', 'Zombies', 'RPG']",Dead Space,19.99,17470,EA Redwood Shores,2008
"['RPG', 'Action', 'Adventure', 'Mythology', 'Hack and Slash', 'Third Person', 'Fantasy']",Rise of the Argonauts,9.99,12770,Liquid Entertainment,2008
"['Action', 'Adventure', 'Parkour', 'First-Person', 'Female Protagonist', 'Singleplayer', 'Great Soundtrack', 'Platformer', 'Atmospheric', 'Dystopian', 'Stylized', 'Sci-fi', 'Futuristic', 'FPS', 'Time Attack', 'Cyberpunk', 'Puzzle', 'Colorful', 'Classic', 'Short']",Mirror's Edge™,19.99,17410,DICE,2009
"['Indie', 'Strategy', 'Tower Defense', 'Sci-fi', 'Singleplayer', 'Aliens', 'Futuristic', 'Touch-Friendly', 'Replay Value', 'Adventure', 'Controller']",Defense Grid: The Awakening,9.99,18500,Hidden Path Entertainment,2008
"['Action', 'Horror', 'FPS', 'Singleplayer', 'Shooter', 'Bullet Time', 'Gore', 'Multiplayer', 'Psychological Horror', 'First-Person', 'Atmospheric', 'Sci-fi', 'Classic', 'Story Rich']",F.E.A.R. 2: Project Origin,14.99,16450,Monolith,2009
"['Strategy', 'Indie', 'Tower Defense', 'Sci-fi', 'Singleplayer']",Harvest: Massive Encounter,7.99,15400,Oxeye Game Studio,2008
"['Indie', 'Strategy']",Mayhem Intergalactic,9.99,18600,Inventive Dingo,2007
"['Action', 'Indie', 'Top-Down', 'Horror', 'Shooter', 'RPG', 'Zombies', 'Arcade', 'Top-Down Shooter', 'Singleplayer', '2D', 'Casual', 'Atmospheric', 'Retro', 'Adventure']",Larva Mortus,4.99,11340,Meridian4,2009
"['Strategy', 'Medieval', 'Grand Strategy', 'RTS', 'War', 'Historical', 'Classic', 'Great Soundtrack']",Knights of Honor,9.99,25830,Black Sea Studios Ltd,2005
"['Action', 'Adventure', 'Strategy', 'Point & Click', 'Comedy', 'Villain Protagonist']",Ceville,5.99,23460,Realmforge Studios,2009
['Strategy'],Empire: Total War™ - Special Forces Units & Bonus Content,2.99,10600,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009
"['Action', 'Superhero', ""Beat 'em up"", 'Local Co-Op', 'Third Person', 'Fighting']",Watchmen: The End is Nigh,4.99,21010,Deadline Games,2009
"['Action', 'Adventure', 'Indie', 'Horror', 'First-Person', 'Survival Horror', 'Psychological Horror', 'Atmospheric', 'Singleplayer', 'Stealth', 'Story Rich', 'Dark', 'Lovecraftian', 'Survival', 'Puzzle']",Penumbra Overture,9.99,22180,Frictional Games,2007
"['Action', 'FPS', 'Multiplayer', 'Arena Shooter', 'Shooter', 'Sci-fi', 'Fast-Paced', 'First-Person', 'Competitive', 'Gore', 'Co-op', 'Great Soundtrack', 'Classic', 'Singleplayer', 'Team-Based', 'Adventure', 'Atmospheric', 'Moddable', 'Split Screen', 'Futuristic']",Unreal Tournament 3 Black,19.99,13210,"Epic Games, Inc.",2007
"['RPG', 'Fantasy', 'Party-Based RPG', 'Real-Time with Pause', 'Atmospheric', 'Adventure', 'Singleplayer', 'CRPG', 'Dark Fantasy', 'Third Person', 'Story Rich', 'Character Customization']",Drakensang,9.99,12640,Radon Labs,2009
"['Indie', 'Simulation', 'Walking Simulator', 'Short', 'Female Protagonist', 'Atmospheric', 'Psychological', 'Memes', 'Horror', 'Singleplayer', 'Anime']",The Graveyard,4.99,27020,Tale of Tales,2008
"['Racing', 'Open World', 'Multiplayer', 'Destruction', 'Great Soundtrack', 'Driving', 'Singleplayer', 'Arcade', 'Exploration', 'Sandbox', 'Action', 'Co-op', 'Controller', 'Sports', 'Fast-Paced', '3D Vision', 'Third Person', 'Funny', 'Online Co-Op', 'Simulation']",Burnout Paradise: The Ultimate Box,19.99,24740,Criterion Games,2009
"['Action', 'Indie', 'Platformer', 'Cute', 'Puzzle', 'Casual', 'Comedy', '3D Platformer']",The Maw,9.99,26000,Twisted Pixel Games,2009
"['Action', 'Indie']",The Maw: River Redirect,1.25,26006,Twisted Pixel Games,2009
"['Action', 'Indie']",The Maw: Brute Force,1.25,26005,Twisted Pixel Games,2009
"['Casual', 'Indie', 'Puzzle', 'Physics', 'Singleplayer', 'Strategy', 'Atmospheric', 'Great Soundtrack']",Obulis,4.99,11330,IonFX,2009
"['Indie', 'Psychedelic', 'Arcade', 'Score Attack', 'Abstract']",Space Giraffe,9.99,27800,Llamasoft LTD,2009
"['Simulation', 'Strategy', 'RTS', 'Multiplayer', 'Singleplayer', 'War', 'Great Soundtrack', 'Atmospheric', 'Cult Classic', 'Tactical', 'Classic', 'Cold War']",Codename: Panzers - Cold War,14.99,9850,"InnoGlow,Stormregion,THQ Nordic",2009
"['Casual', 'Hidden Object', 'Puzzle', 'Adventure']",Escape Rosecliff Island,4.99,3600,SpinTop Games,2009
"['RPG', 'Massively Multiplayer']",Guild Wars Nightfall,19.99,29580,ArenaNet®,2006
"['RPG', 'Massively Multiplayer', 'Fantasy', 'Story Rich']",Guild Wars,19.99,29540,ArenaNet®,2005
"['RPG', 'Massively Multiplayer']",Guild Wars Factions,19.99,29560,ArenaNet®,2006
"['Massively Multiplayer', 'RPG', 'MMORPG', 'PvP']",Guild Wars Trilogy,29.99,29570,ArenaNet®,2008
"['Casual', 'Puzzle', 'Match 3', 'RPG', 'Fantasy', 'Singleplayer']",Puzzle Kingdoms,14.99,23700,Infinite Interactive,2009
"['Casual', 'Hidden Object', 'Adventure', 'Female Protagonist']",Samantha Swift and the Golden Touch,9.99,16060,MumboJumbo,2009
"['RPG', 'Open World', 'Fantasy', 'Multiplayer', 'Third Person', 'Adventure', 'Singleplayer', 'Action', 'Medieval', 'Action RPG', 'Story Rich', 'Character Customization']",Two Worlds Epic Edition,9.99,1930,Reality Pump Studios,2009
"['Strategy', 'Western']",Helldorado,9.99,18470,Spellbound,2009
"['Action', 'Adventure', 'RPG', 'Hack and Slash', 'Female Protagonist', 'Anime', 'Nudity', 'Singleplayer', 'Fantasy', 'Violent', 'Character Action Game', 'Third Person', 'Great Soundtrack']",X-Blades,9.99,7510,Gaijin Entertainment,2009
"['Action', 'Indie', 'Surreal', ""Beat 'em up"", 'FPS', 'Fighting', 'First-Person', 'Short', 'Singleplayer', 'Adventure', 'Fantasy', 'Atmospheric', 'Story Rich']",Zeno Clash,9.99,22200,ACE Team,2009
['Indie'],The Maw: Speeder Lane,1.25,26007,Twisted Pixel Games,2009
"['RPG', 'Strategy', 'Turn-Based Strategy', 'Fantasy', 'Turn-Based', 'Adventure', 'Hex Grid', 'Tactical', 'Tactical RPG', 'Singleplayer', 'Atmospheric', 'Turn-Based Combat', 'Great Soundtrack', 'Classic', 'Open World']",King's Bounty: The Legend,6.99,25900,1C Company,2008
"['Casual', 'Simulation']",Virtual Families,9.99,16200,Last Day of Work,2009
"['Racing', 'Action']",Death Track®: Resurrection,2.99,7840,Sky Fallen,2009
"['RPG', 'Strategy', 'Superhero', 'Real-Time with Pause']",Freedom Force vs. the Third Reich,4.99,8890,Irrational Games,2005
"['RPG', 'Strategy', 'Superhero', 'Real-Time with Pause', 'Singleplayer', 'Comic Book', 'Classic', 'Multiplayer', 'Tactical']",Freedom Force,4.99,8880,Irrational Games,2002
"['Indie', 'Simulation', 'Strategy', 'Space', 'Sci-fi']",Light of Altair,14.99,34500,SaintXi,2009
"['Action', 'Simulation', 'World War II', 'FPS', 'Shooter', 'Tactical', 'Multiplayer', 'Realistic', 'War', 'Mod', 'Free to Play', 'Historical']",Darkest Hour: Europe '44-'45,0.0,1280,Darklight Games,2009
"['Action', 'Adventure', 'Open World', 'Third Person', 'Gore', 'Singleplayer', 'Parkour', 'Superhero', 'Zombies', 'Hack and Slash', 'Action-Adventure', 'Violent', 'Sci-fi', 'Sandbox', 'Story Rich', 'Stealth', 'RPG', 'Atmospheric', 'Controller', 'Horror']",Prototype™,19.99,10150,Radical Entertainment,2009
"['Strategy', 'Trading', 'Pirates', 'Economy', 'Historical', 'Naval']",Port Royale 2,4.99,12470,Ascaron Entertainment ltd.,2004
"['Horror', 'Lovecraftian', 'Survival Horror', 'First-Person', 'Based On A Novel', 'FPS', 'Adventure', 'Atmospheric', 'Stealth', 'Singleplayer', 'Story Rich', 'Action', 'Classic', 'Survival', 'Shooter', 'Difficult', 'Gore', 'Dark']",Call of Cthulhu®: Dark Corners of the Earth,4.99,22340,Headfirst Productions,2006
"['RPG', 'Open World', 'Fantasy', 'Singleplayer', 'Moddable', 'First-Person', 'Exploration', 'Adventure', 'Great Soundtrack', 'Action', 'Magic', 'Sandbox', 'Character Customization', 'Atmospheric', 'Story Rich', 'Medieval', 'Action RPG', 'Classic', 'Third Person', 'Dark Fantasy']",The Elder Scrolls IV: Oblivion® Game of the Year Edition,14.99,22330,Bethesda Game Studios,2007
"['RPG', 'Open World', 'Fantasy', 'Classic', 'Great Soundtrack', 'Moddable', 'First-Person', 'Adventure', 'Singleplayer', 'Cult Classic', 'Atmospheric', 'Magic', 'Sandbox', 'Exploration', 'Story Rich', 'Action RPG', 'Character Customization', 'Medieval', 'Action', 'Third Person']",The Elder Scrolls III: Morrowind® Game of the Year Edition,14.99,22320,Bethesda Game Studios,2002
"['Open World', 'RPG', 'Fantasy', 'Singleplayer', 'Moddable', 'First-Person', 'Exploration', 'Adventure', 'Great Soundtrack', 'Action', 'Magic', 'Sandbox', 'Character Customization', 'Atmospheric', 'Story Rich', 'Medieval', 'Action RPG', 'Classic', 'Third Person', 'Dark Fantasy']",The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,19.99,900883,Bethesda Game Studios®,2009
"['Adventure', 'Point & Click', 'Comedy']",Ankh 2: Heart of Osiris,4.99,12440,Deck 13,2007
"['Simulation', 'Tanks']",Armored Fist 3,9.99,32710,NovaLogic,1999
"['Simulation', 'Flight']",MiG-29 Fulcrum,9.99,32740,NovaLogic,1998
"['Strategy', 'RTS']",BC Kings,4.99,12460,Mascot Entertainment,2008
"['Action', 'Western', 'FPS', 'Singleplayer', 'Adventure', 'Shooter', 'Multiplayer', 'First-Person', 'Open World', 'Story Rich', 'Historical', 'Atmospheric', 'Bullet Time', 'Great Soundtrack']",Call of Juarez®: Bound in Blood,9.99,21980,Techland,2009
"['Adventure', 'Point & Click', 'Mystery', 'Female Protagonist', 'Puzzle', 'Detective']",Nancy Drew®: Legend of the Crystal Skull,6.99,31860,HeR Interactive,2007
"['Adventure', 'Female Protagonist', 'Point & Click', 'Mystery', 'Puzzle']",Nancy Drew®: The Creature of Kapu Cave,6.99,31900,HeR Interactive,2006
"['Adventure', 'Point & Click', 'Puzzle', 'Mystery', 'Female Protagonist', 'Detective']",Nancy Drew®: The Phantom of Venice,6.99,31920,HeR Interactive,2008
"['Adventure', 'Point & Click', 'Mystery', 'Female Protagonist', 'Puzzle', 'Detective']",Nancy Drew®: The White Wolf of Icicle Creek,6.99,31930,HeR Interactive,2007
"['Casual', 'Indie', 'Psychedelic']",BRAINPIPE: A Plunge to Unhumanity,0.0,35800,Digital Eel,2008
"['Adventure', 'Point & Click', 'Pirates', 'Comedy', 'Episodic', 'Puzzle', 'Singleplayer', 'Funny']",Tales of Monkey Island Complete Pack,19.99,31170,Telltale Games,2009
"['Action', 'Fighting', 'Arcade', 'Multiplayer', 'Local Multiplayer', '2D Fighter', ""Beat 'em up"", '2.5D', 'Competitive', '2D']",Street Fighter® IV,19.99,21660,Capcom,2009
"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy', 'Management', 'Singleplayer']",Thrillville®: Off the Rails™,9.99,6080,Frontier,2007
"['Adventure', 'Point & Click', 'Classic', 'Singleplayer', ""1990's"", 'Pixel Graphics', 'Retro', 'Third Person']",Indiana Jones® and the Fate of Atlantis™,5.99,6010,LucasArts,1992
"['Action', 'Third-Person Shooter', 'Comedy', 'Funny', 'Classic', 'Shooter']",Armed and Dangerous®,5.99,6090,Planet Moon Studios,2003
"['Action', 'Star Wars', 'Multiplayer', 'Third-Person Shooter', 'Shooter', 'Sci-fi', 'Space', 'Classic', 'FPS', 'First-Person', 'Singleplayer', 'Moddable', 'Third Person', 'Military', 'Tactical', 'Strategy', 'Co-op', 'Great Soundtrack', 'Adventure', 'Open World']","Star Wars: Battlefront 2 (Classic, 2005)",9.99,6060,Pandemic Studios,2005
"['Adventure', 'Point & Click', 'Classic', 'Pixel Graphics', '1980s', 'Difficult', 'Third Person', 'Retro']",Indiana Jones® and the Last Crusade™,5.99,32310,LucasArts,1989
"['Action', 'Adventure', 'LEGO', 'Family Friendly', 'Local Co-Op', 'Comedy', 'Funny']",LEGO® Indiana Jones™: The Original Adventures,19.99,32330,Traveller's Tales,2008
"['Adventure', 'Point & Click', 'Comedy', 'Pirates', 'Classic', 'Remake', 'Funny', 'Singleplayer', 'Pixel Graphics', 'Puzzle', '2D', ""1990's"", 'Great Soundtrack', 'Story Rich', 'Third Person', 'Retro']",The Secret of Monkey Island: Special Edition,9.99,32360,LucasArts,2009
"['Strategy', 'RTS']",Warfare,12.99,35300,GFI Russia,2008
"['Action', 'Racing', 'Zombies', 'Open World', 'Gore', 'Singleplayer']",Clutch,9.99,35310,Targem Games,2009
"['Adventure', 'Point & Click', 'Puzzle', 'Mystery', 'Female Protagonist', 'Detective']",Nancy Drew®: Ransom of the Seven Ships,6.99,31980,HeR Interactive,2009
"['Sports', 'Mini Golf', 'Golf', 'Local Multiplayer']",3D Ultra™ Minigolf Adventures,9.99,10140,Wanako Games,2006
"['Adventure', 'Point & Click', 'Classic', 'Fantasy', 'Retro', 'Pixel Graphics', ""1990's"", '1980s', 'Female Protagonist']",King's Quest™ Collection,19.99,10100,Sierra,2006
"['Action', 'FPS', 'Time Manipulation', 'Sci-fi', 'First-Person', 'Shooter', 'Atmospheric', 'Singleplayer', 'Bullet Time', 'Multiplayer', 'Classic', 'Futuristic', 'Time Travel']",TimeShift™,19.99,10130,Saber Interactive,2007
"['Adventure', 'Point & Click', 'Classic', 'Comedy', 'Sci-fi', 'Space', 'Retro', 'Pixel Graphics', ""1990's"", '1980s', 'Third Person']",Space Quest™ Collection,19.99,10110,Sierra,2006
['Action'],Killing Floor Outbreak Character Pack,7.99,1256,Tripwire Interactive,2009
"['Action', 'Casual', 'Space', 'On-Rails Shooter']",Aces of the Galaxy™,9.99,10120,Artech Studios,2008
"['Simulation', 'Strategy', 'City Builder', 'Management', 'Classic', 'Sandbox', 'Singleplayer', 'Comedy', 'Pirates', 'Great Soundtrack']",Tropico Reloaded,6.99,33520,"PopTop Software,BreakAway Games,Frog City Software",2009
"['Casual', 'Hidden Object']",Mystery P.I. - Lost in Los Angeles,4.99,3610,SpinTop Games,2009
"['Action', 'Platformer', 'Remake', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', '2D', 'Retro', 'Co-op', '2.5D', '4 Player Local', 'Arcade']",Bionic Commando: Rearmed,9.99,21680,Capcom,2008
"['Action', 'Adventure', 'Third Person', 'Great Soundtrack', 'Singleplayer', 'Multiplayer', 'Third-Person Shooter', 'Shooter']",Bionic Commando,9.99,21670,Capcom,2009
"['Action', 'Superhero', ""Beat 'em up""]",Watchmen: The End is Nigh Part 2,4.99,21030,Deadline Games,2009
"['Action', 'Indie', 'Third Person', 'Shooter']",Foreign Legion: Buckets of Blood,4.99,36000,Sakari Indie,2009
"['Adventure', 'RPG', 'Star Wars', 'Sci-fi', 'Story Rich', 'Singleplayer', 'Classic', 'Party-Based RPG', 'Real-Time with Pause', 'Third Person', 'Action', 'Choices Matter', 'Exploration', 'Fantasy', 'Atmospheric', 'Turn-Based', 'Space', 'Moddable', 'Great Soundtrack', 'Female Protagonist']",STAR WARS™ - Knights of the Old Republic™,9.99,32370,"BioWare,Aspyr (Mac)",2003
"['Indie', 'Casual', 'Puzzle', 'Singleplayer', 'Relaxing', 'Physics', 'Great Soundtrack', 'Strategy', 'Difficult', '2D', 'Atmospheric']",Osmos,9.99,29180,Hemisphere Games,2009
"['RPG', 'Post-apocalyptic', 'Classic', 'Open World', 'Isometric', 'Turn-Based', 'Turn-Based Combat', 'Singleplayer', 'Sci-fi', 'Atmospheric', 'Story Rich', 'Great Soundtrack', 'Retro', 'Exploration', 'Adventure', 'Replay Value', 'Dark Humor', 'Sandbox', '2D', 'CRPG']",Fallout 2: A Post Nuclear Role Playing Game,9.99,38410,Black Isle Studios,1998
"['Strategy', 'Post-apocalyptic', 'RPG', 'Turn-Based', 'Tactical', 'Isometric', 'Sci-fi', 'Classic', 'Singleplayer', 'Turn-Based Strategy', 'Open World', 'Real-Time with Pause', 'Action', 'Atmospheric', 'Tactical RPG', 'Multiplayer', 'Turn-Based Tactics', 'CRPG', 'Story Rich']",Fallout Tactics: Brotherhood of Steel,9.99,38420,14° East,2001
"['Action', 'FPS', 'Singleplayer', 'Crime', 'Classic', 'Gore', 'Multiplayer', 'First-Person', 'Violent', 'Shooter', ""1990's""]",Kingpin — Life of Crime,9.99,38430,Xatrix Entertainment,1999
"['Strategy', 'RTS', 'Fantasy', 'Classic', 'Third Person', 'Surreal', 'Real-Time', 'RPG', 'Action', 'Singleplayer', 'Magic', 'Multiplayer']",Sacrifice,9.99,38440,Shiny Entertainment,2000
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,19.99,31180,Telltale Games,2009
"['Casual', 'Match 3', 'Puzzle']",Jewel Quest Pack,19.99,37960,iWin,2009
"['Casual', 'Puzzle']",Mahjong Quest Collection,9.99,38000,iWin,2009
